#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 03 17 45 999 99.0 99.0  0.62  6.25  5.57 123 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 03 18 15 999 99.0 99.0  0.70  6.25  5.84 117 9999.0 999.0  10.4 999.0 99.0 99.00
2019 01 03 18 45 999 99.0 99.0  0.68  5.88  5.90 121 9999.0 999.0  10.4 999.0 99.0 99.00
2019 01 03 19 15 999 99.0 99.0  0.68  5.88  5.90 121 9999.0 999.0  10.4 999.0 99.0 99.00
2019 01 03 19 45 999 99.0 99.0  0.62  5.88  5.90 111 9999.0 999.0  10.4 999.0 99.0 99.00
2019 01 03 20 15 999 99.0 99.0  0.61  6.25  6.13 114 9999.0 999.0  10.4 999.0 99.0 99.00
2019 01 03 20 45 999 99.0 99.0  0.57  5.88  5.96 123 9999.0 999.0  10.4 999.0 99.0 99.00
2019 01 03 21 15 999 99.0 99.0  0.57  5.56  6.05 117 9999.0 999.0  10.4 999.0 99.0 99.00
2019 01 03 21 45 999 99.0 99.0  0.53  6.25  6.17 125 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 03 22 15 999 99.0 99.0  0.54  6.25  6.26 107 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 03 22 45 999 99.0 99.0  0.54  6.67  6.35 116 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 03 23 15 999 99.0 99.0  0.47  5.88  6.33 123 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 03 23 45 999 99.0 99.0  0.52  9.09  6.36 107 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 04 00 15 999 99.0 99.0  0.47  9.09  5.88  96 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 04 00 45 999 99.0 99.0  0.47  9.09  5.50 127 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 04 01 15 999 99.0 99.0  0.49  7.69  5.23  92 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 01 45 999 99.0 99.0  0.51  9.09  4.74 106 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 02 15 999 99.0 99.0  0.53  9.09  4.56  90 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 02 45 999 99.0 99.0  0.52  9.09  4.62 100 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 03 15 999 99.0 99.0  0.49  9.09  4.78  96 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 03 45 999 99.0 99.0  0.48  9.09  4.98 102 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 04 15 999 99.0 99.0  0.48  9.09  5.12  97 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 04 45 999 99.0 99.0  0.50  8.33  5.65  99 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 05 15 999 99.0 99.0  0.49  8.33  5.75 109 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 05 45 999 99.0 99.0  0.49  8.33  5.56  72 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 06 15 999 99.0 99.0  0.49  7.69  5.66  79 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 06 45 999 99.0 99.0  0.47  7.69  5.47 106 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 04 07 15 999 99.0 99.0  0.48  7.69  5.17  94 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 07 45 999 99.0 99.0  0.49  7.14  5.17  92 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 08 15 999 99.0 99.0  0.49  7.69  5.28 103 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 08 45 999 99.0 99.0  0.51  7.69  5.42  93 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 09 15 999 99.0 99.0  0.52  7.14  5.06  89 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 09 45 999 99.0 99.0  0.53  7.69  4.58  92 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 10 15 999 99.0 99.0  0.57  8.33  4.74 109 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 10 45 999 99.0 99.0  0.57  9.09  4.59 102 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 11 15 999 99.0 99.0  0.55  8.33  4.36 113 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 11 45 999 99.0 99.0  0.58  7.14  4.55 109 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 12 15 999 99.0 99.0  0.58  7.69  4.62  93 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 12 45 999 99.0 99.0  0.62  8.33  4.51 113 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 13 15 999 99.0 99.0  0.63  7.69  4.51 106 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 13 45 999 99.0 99.0  0.64  7.69  4.35 106 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 14 15 999 99.0 99.0  0.67  9.09  4.37 106 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 04 15 15 999 99.0 99.0  0.66  7.14  4.35  86 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 04 15 45 999 99.0 99.0  0.67  7.14  4.30  99 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 04 16 15 999 99.0 99.0  0.64  7.14  4.31  97 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 04 16 45 999 99.0 99.0  0.63  3.45  4.30  62 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 17 15 999 99.0 99.0  0.65  9.09  4.53 110 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 17 45 999 99.0 99.0  0.65  6.67  4.48 100 9999.0 999.0   9.8 999.0 99.0 99.00
2019 01 04 18 15 999 99.0 99.0  0.65  7.14  4.64  94 9999.0 999.0   9.8 999.0 99.0 99.00
2019 01 04 18 45 999 99.0 99.0  0.66  7.14  4.53  96 9999.0 999.0   9.8 999.0 99.0 99.00
2019 01 04 19 15 999 99.0 99.0  0.72  9.09  4.51 104 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 19 45 999 99.0 99.0  0.70  6.25  4.29  86 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 20 15 999 99.0 99.0  0.70  7.69  4.40 120 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 20 45 999 99.0 99.0  0.70  6.25  4.34  85 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 21 15 999 99.0 99.0  0.71  7.69  4.50 107 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 21 45 999 99.0 99.0  0.70  6.67  4.46 109 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 22 15 999 99.0 99.0  0.68  7.14  4.48 110 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 22 45 999 99.0 99.0  0.70  6.67  4.69 107 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 23 15 999 99.0 99.0  0.69  7.14  4.47 116 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 04 23 45 999 99.0 99.0  0.67  7.14  4.46 100 9999.0 999.0   9.8 999.0 99.0 99.00
2019 01 05 00 15 999 99.0 99.0  0.66  8.33  4.72 103 9999.0 999.0   9.8 999.0 99.0 99.00
2019 01 05 00 45 999 99.0 99.0  0.66  7.69  4.91 107 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 01 15 999 99.0 99.0  0.64  7.14  4.89 117 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 01 45 999 99.0 99.0  0.59  7.14  4.85  99 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 02 15 999 99.0 99.0  0.61  7.14  5.13 107 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 02 45 999 99.0 99.0  0.58  7.69  4.81  93 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 03 15 999 99.0 99.0  0.59  7.69  4.66 104 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 03 45 999 99.0 99.0  0.60  7.14  5.00 103 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 04 15 999 99.0 99.0  0.60  6.67  4.99  96 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 04 45 999 99.0 99.0  0.65  7.14  4.41 107 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 05 15 999 99.0 99.0  0.74  7.14  4.03 103 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 05 45 999 99.0 99.0  0.74  6.67  4.08  99 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 06 15 999 99.0 99.0  0.75  5.26  4.06  90 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 06 45 999 99.0 99.0  0.80  6.25  4.22 100 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 07 15 999 99.0 99.0  0.81  6.25  4.08  97 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 07 45 999 99.0 99.0  0.80  6.25  4.38 107 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 08 15 999 99.0 99.0  0.75  5.88  4.52 104 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 08 45 999 99.0 99.0  0.80  5.88  4.51 110 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 09 15 999 99.0 99.0  0.89  5.26  4.65 114 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 09 45 999 99.0 99.0  0.86  5.26  4.82 113 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 10 15 999 99.0 99.0  0.90  5.00  4.90 107 9999.0 999.0   9.8 999.0 99.0 99.00
2019 01 05 10 45 999 99.0 99.0  0.91  6.25  4.96 116 9999.0 999.0   9.8 999.0 99.0 99.00
2019 01 05 11 15 999 99.0 99.0  0.99  5.56  5.08 114 9999.0 999.0   9.8 999.0 99.0 99.00
2019 01 05 11 45 999 99.0 99.0  1.01  5.88  4.74 125 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 12 15 999 99.0 99.0  1.11  5.88  4.61 124 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 12 45 999 99.0 99.0  1.10  5.88  4.46 132 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 13 15 999 99.0 99.0  1.18  6.67  4.11 120 9999.0 999.0   9.9 999.0 99.0 99.00
2019 01 05 13 45 999 99.0 99.0  1.28  6.25  3.92 127 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 14 15 999 99.0 99.0  1.34  3.85  3.89 234 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 14 45 999 99.0 99.0  1.32  3.57  3.93 251 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 15 15 999 99.0 99.0  1.29  5.88  3.79 138 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 15 45 999 99.0 99.0  1.31  3.57  3.78 242 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 16 15 999 99.0 99.0  1.28  3.70  3.77 244 9999.0 999.0  10.0 999.0 99.0 99.00
2019 01 05 16 45 999 99.0 99.0  1.13  3.70  3.68 242 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 17 15 999 99.0 99.0  1.17  3.45  3.67 262 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 05 17 45 999 99.0 99.0  1.22  3.70  3.72 262 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 05 18 15 999 99.0 99.0  1.28  3.70  3.79 263 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 05 18 45 999 99.0 99.0  1.22  3.70  3.78 273 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 05 19 15 999 99.0 99.0  1.17  3.70  3.84 274 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 05 19 45 999 99.0 99.0  1.16  3.70  3.86 283 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 05 20 15 999 99.0 99.0  1.10  3.70  3.92 270 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 05 20 45 999 99.0 99.0  1.09  3.45  4.14 280 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 05 21 15 999 99.0 99.0  0.96  3.45  4.03 293 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 05 21 45 999 99.0 99.0  0.90  7.69  3.97 156 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 05 22 15 999 99.0 99.0  0.93  8.33  4.02 144 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 05 22 45 999 99.0 99.0  0.91  8.33  4.16 151 9999.0 999.0  10.3 999.0 99.0 99.00
2019 01 05 23 15 999 99.0 99.0  0.90  8.33  4.40 155 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 05 23 45 999 99.0 99.0  0.81  8.33  4.59 155 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 06 00 15 999 99.0 99.0  0.82  8.33  4.74 154 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 06 00 45 999 99.0 99.0  0.82  8.33  4.85 155 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 06 01 15 999 99.0 99.0  0.85  7.69  5.08 152 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 06 01 45 999 99.0 99.0  0.76  8.33  4.94 156 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 06 02 15 999 99.0 99.0  0.80  7.69  5.09 156 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 06 02 45 999 99.0 99.0  0.78  6.67  4.45 151 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 06 03 15 999 99.0 99.0  0.84  7.69  4.42 152 9999.0 999.0  10.2 999.0 99.0 99.00
2019 01 06 03 45 999 99.0 99.0  0.90  7.69  4.66 155 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 06 04 15 999 99.0 99.0  0.87  7.14  4.50 148 9999.0 999.0  10.1 999.0 99.0 99.00
2019 01 06 04 45 999 99.0 99.0  0.80  7.69  4.60 151 9999.0 999.0  10.1 999.0 99.0 99.00
