#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 01 00 16 999 99.0 99.0  1.37  5.56  5.42 103 9999.0 999.0  11.2 999.0 99.0 99.00
2019 01 01 00 46 999 99.0 99.0  1.36  5.26  5.33 120 9999.0 999.0  11.4 999.0 99.0 99.00
2019 01 01 01 16 999 99.0 99.0  1.46  5.88  5.47 116 9999.0 999.0  11.4 999.0 99.0 99.00
2019 01 01 01 46 999 99.0 99.0  1.40  5.88  5.50 127 9999.0 999.0  11.4 999.0 99.0 99.00
2019 01 01 02 16 999 99.0 99.0  1.49  5.88  5.62 121 9999.0 999.0  11.4 999.0 99.0 99.00
2019 01 01 02 46 999 99.0 99.0  1.54  5.88  5.60 127 9999.0 999.0  11.4 999.0 99.0 99.00
2019 01 01 03 16 999 99.0 99.0  1.46  6.25  5.55 125 9999.0 999.0  11.4 999.0 99.0 99.00
2019 01 01 03 46 999 99.0 99.0  1.50  5.88  5.51 125 9999.0 999.0  11.4 999.0 99.0 99.00
2019 01 01 04 16 999 99.0 99.0  1.42  5.88  5.47 121 9999.0 999.0  11.3 999.0 99.0 99.00
2019 01 01 04 46 999 99.0 99.0  1.52  5.88  5.57 137 9999.0 999.0  11.3 999.0 99.0 99.00
2019 01 01 05 16 999 99.0 99.0  1.46  6.67  5.60 120 9999.0 999.0  11.2 999.0 99.0 99.00
2019 01 01 05 46 999 99.0 99.0  1.46  6.25  5.49 130 9999.0 999.0  11.2 999.0 99.0 99.00
2019 01 01 06 16 999 99.0 99.0  1.62  6.25  5.44 131 9999.0 999.0  11.2 999.0 99.0 99.00
2019 01 01 06 46 999 99.0 99.0  1.49  5.88  5.26 141 9999.0 999.0  11.2 999.0 99.0 99.00
2019 01 01 07 16 999 99.0 99.0  1.50  6.67  5.40 130 9999.0 999.0  11.2 999.0 99.0 99.00
2019 01 01 07 46 999 99.0 99.0  1.54  6.67  5.30 130 9999.0 999.0  11.1 999.0 99.0 99.00
2019 01 01 08 16 999 99.0 99.0  1.68  6.67  5.17 141 9999.0 999.0  11.1 999.0 99.0 99.00
2019 01 01 08 46 999 99.0 99.0  1.48  6.67  5.19 138 9999.0 999.0  11.1 999.0 99.0 99.00
2019 01 01 09 16 999 99.0 99.0  1.48  6.25  5.22 138 9999.0 999.0  11.1 999.0 99.0 99.00
2019 01 01 09 46 999 99.0 99.0  1.52  6.67  5.47 141 9999.0 999.0  11.0 999.0 99.0 99.00
2019 01 01 10 16 999 99.0 99.0  1.43  7.14  5.20 131 9999.0 999.0  11.1 999.0 99.0 99.00
2019 01 01 10 46 999 99.0 99.0  1.51  6.67  5.17 137 9999.0 999.0  11.1 999.0 99.0 99.00
2019 01 01 11 16 999 99.0 99.0  1.49  6.67  5.07 134 9999.0 999.0  11.0 999.0 99.0 99.00
2019 01 01 11 46 999 99.0 99.0  1.52  6.67  5.14 138 9999.0 999.0  10.8 999.0 99.0 99.00
2019 01 01 12 16 999 99.0 99.0  1.56  6.67  5.05 135 9999.0 999.0  10.7 999.0 99.0 99.00
